10,0.000001,0.000001,0.000001
20,0.000004,0.000005,0.000004
30,0.000006,0.000007,0.000005
40,0.000008,0.000011,0.000007
50,0.000012,0.000017,0.000010
60,0.000017,0.000023,0.000012
70,0.000022,0.000030,0.000015
80,0.000026,0.000038,0.000015
90,0.000015,0.000022,0.000009
100,0.000017,0.000026,0.000009
110,0.000021,0.000032,0.000010
120,0.000024,0.000038,0.000012
130,0.000026,0.000043,0.000012
140,0.000030,0.000050,0.000014
150,0.000034,0.000057,0.000015
160,0.000039,0.000065,0.000016
170,0.000091,0.000157,0.000036
180,0.000048,0.000081,0.000017
190,0.000053,0.000090,0.000019
200,0.000057,0.000101,0.000021
210,0.000133,0.000234,0.000045
220,0.000145,0.000257,0.000047
230,0.000160,0.000282,0.000051
240,0.000080,0.000140,0.000024
250,0.000185,0.000329,0.000054
260,0.000199,0.000375,0.000062
270,0.000215,0.000384,0.000061
280,0.000228,0.000435,0.000064
290,0.000244,0.000585,0.000066
300,0.000224,0.000432,0.000059
310,0.000239,0.000429,0.000059
320,0.000292,0.000588,0.000072
330,0.000312,0.000568,0.000076
340,0.000329,0.000604,0.000081
350,0.000346,0.000644,0.000086
360,0.000364,0.000670,0.000088
370,0.000387,0.000727,0.000087
380,0.000408,0.000764,0.000090
390,0.000568,0.000783,0.000091
400,0.000447,0.000830,0.000094
410,0.000469,0.000864,0.000102
420,0.000539,0.000906,0.000098
430,0.000513,0.000689,0.000047
440,0.000248,0.000458,0.000048
450,0.000258,0.000482,0.000049
460,0.000584,0.001083,0.000114
470,0.000606,0.001155,0.000113
480,0.000655,0.001188,0.000118
490,0.000658,0.001259,0.000119
500,0.000684,0.000999,0.000058
510,0.000712,0.001345,0.000127
520,0.000737,0.001380,0.000124
530,0.000778,0.000728,0.000059
540,0.000816,0.001495,0.000138
550,0.000389,0.000740,0.000064
560,0.000633,0.001328,0.000119
570,0.000697,0.001244,0.000082
580,0.000563,0.001223,0.000087
590,0.000583,0.001266,0.000091
600,0.000597,0.001311,0.000099
610,0.000729,0.001110,0.000071
620,0.000478,0.000901,0.000070
630,0.000492,0.000948,0.000072
640,0.000508,0.000960,0.000074
650,0.000552,0.000992,0.000076
660,0.000557,0.001021,0.000079
670,0.001201,0.002312,0.000167
680,0.001240,0.001347,0.000080
690,0.001278,0.002458,0.000187
700,0.000750,0.001444,0.000103
710,0.000771,0.001462,0.000102
720,0.000791,0.001504,0.000106
730,0.000814,0.001551,0.000108
740,0.000697,0.001281,0.000085
750,0.000691,0.001363,0.000093
760,0.000711,0.001352,0.000090
770,0.000744,0.001386,0.000094
780,0.000768,0.001423,0.000093
790,0.000772,0.001471,0.000097
800,0.000789,0.001516,0.000095
810,0.000801,0.001537,0.000119
820,0.000821,0.001574,0.000098
830,0.000842,0.001632,0.000100
840,0.001865,0.003602,0.000221
850,0.000890,0.001709,0.000103
860,0.000901,0.001742,0.000104
870,0.000922,0.001796,0.000108
880,0.000941,0.001823,0.000110
890,0.000964,0.001866,0.000110
900,0.000985,0.002151,0.000138
910,0.001420,0.002777,0.000143
920,0.001324,0.002788,0.000136
930,0.001345,0.002894,0.000154
940,0.002372,0.004493,0.000245
950,0.002402,0.002716,0.000113
960,0.001434,0.003071,0.000150
970,0.001468,0.003305,0.000162
980,0.001464,0.002631,0.000120
990,0.001442,0.002590,0.000161
1000,0.001512,0.002985,0.000128
1010,0.001232,0.002411,0.000124
1020,0.001256,0.002443,0.000132
1030,0.001300,0.002474,0.000126
1040,0.001316,0.002528,0.000131
1050,0.001357,0.002597,0.000133
1060,0.001360,0.002646,0.000132
1070,0.001379,0.002695,0.000135
1080,0.001434,0.002746,0.000136
1090,0.001429,0.002779,0.000132
1100,0.001456,0.002838,0.000134
1110,0.001512,0.002864,0.000138
1120,0.001508,0.002944,0.000137
1130,0.001540,0.003002,0.000142
1140,0.001597,0.003026,0.000138
1150,0.001589,0.003099,0.000141
1160,0.001644,0.003129,0.000152
1170,0.001650,0.003210,0.000147
1180,0.001673,0.003275,0.000157
1190,0.001720,0.003315,0.000161
1200,0.001727,0.003375,0.000152
1210,0.003832,0.005452,0.000153
1220,0.003914,0.004828,0.000170
1230,0.001820,0.003546,0.000160
1240,0.001863,0.003609,0.000157
1250,0.004095,0.007904,0.000346
1260,0.003386,0.007345,0.000159
1270,0.004230,0.005829,0.000168
1280,0.004285,0.005004,0.000166
1290,0.004359,0.004713,0.000167
1300,0.002027,0.003947,0.000171
1310,0.004535,0.005751,0.000169
1320,0.002103,0.004080,0.000187
1330,0.002142,0.004133,0.000169
1340,0.002174,0.004195,0.000165
1350,0.002199,0.004271,0.000186
1360,0.004826,0.005233,0.000173
1370,0.005010,0.004369,0.000181
1380,0.004468,0.004461,0.000170
1390,0.002311,0.004526,0.000171
1400,0.002360,0.004600,0.000175
1410,0.002376,0.004650,0.000174
1420,0.002405,0.004742,0.000174
1430,0.003229,0.004770,0.000177
1440,0.002492,0.004818,0.000176
1450,0.004645,0.004914,0.000187
1460,0.002910,0.008975,0.000335
1470,0.002579,0.005029,0.000187
1480,0.005695,0.007591,0.000183
1490,0.002667,0.005175,0.000187
1500,0.005840,0.005384,0.000193
1510,0.002734,0.005313,0.000182
1520,0.002768,0.005370,0.000185
1530,0.005437,0.005431,0.000189
1540,0.006161,0.009114,0.000200
1550,0.002880,0.005566,0.000208
1560,0.002915,0.005648,0.000194
1570,0.002951,0.005759,0.000195
1580,0.006410,0.005806,0.000204
1590,0.006552,0.009163,0.000199
1600,0.005883,0.005956,0.000196
1610,0.003111,0.006059,0.000198
1620,0.006807,0.008410,0.000204
1630,0.006929,0.009958,0.000198
1640,0.006294,0.006234,0.000207
1650,0.006631,0.009235,0.000208
1660,0.003417,0.008612,0.000210
1670,0.007231,0.008394,0.000211
1680,0.003377,0.006581,0.000212
1690,0.003430,0.006647,0.000211
1700,0.003455,0.006749,0.000213
1710,0.003508,0.006822,0.000216
1720,0.007651,0.007340,0.000218
1730,0.003581,0.006950,0.000218
1740,0.007899,0.008597,0.000233
1750,0.007935,0.009938,0.000217
1760,0.007034,0.007237,0.000218
1770,0.003794,0.007324,0.000226
1780,0.006923,0.007355,0.000232
1790,0.003819,0.007451,0.000225
1800,0.003860,0.007512,0.000223
1810,0.003904,0.007627,0.000232
1820,0.008574,0.009592,0.000232
1830,0.008664,0.009623,0.000235
1840,0.004036,0.007871,0.000233
1850,0.008886,0.008007,0.000229
1860,0.008895,0.008968,0.000231
1870,0.004162,0.008143,0.000238
1880,0.008262,0.008236,0.000241
1890,0.009240,0.008366,0.000245
1900,0.004592,0.008376,0.000249
1910,0.004339,0.008486,0.000243
1920,0.004380,0.008561,0.000252
1930,0.004425,0.008641,0.000248
1940,0.009725,0.010447,0.000247
1950,0.007030,0.008843,0.000246
1960,0.009941,0.010834,0.000253
1970,0.004610,0.008997,0.000262
1980,0.007775,0.009136,0.000253
1990,0.008833,0.009182,0.000264
2000,0.004766,0.009293,0.000258
2010,0.010421,0.010850,0.000272
2020,0.010239,0.009494,0.000259
2030,0.009529,0.009553,0.000263
2040,0.009176,0.009664,0.000263
2050,0.005003,0.009732,0.000265
2060,0.010987,0.009847,0.000263
2070,0.009160,0.009917,0.000271
2080,0.005155,0.010027,0.000268
2090,0.011259,0.010203,0.000269
2100,0.005248,0.010235,0.000274
2110,0.005274,0.010327,0.000264
2120,0.005332,0.010408,0.000275
2130,0.005368,0.010530,0.000276
2140,0.006569,0.010625,0.000283
2150,0.011307,0.010724,0.000277
2160,0.009414,0.010835,0.000280
2170,0.005577,0.010938,0.000280
2180,0.009744,0.011035,0.000280
2190,0.005680,0.011099,0.000278
2200,0.009533,0.011368,0.000285
2210,0.006052,0.012197,0.000286
2220,0.008477,0.011453,0.000284
2230,0.005879,0.011533,0.000297
2240,0.005941,0.011640,0.000296
2250,0.009095,0.011784,0.000290
2260,0.013141,0.013000,0.000655
2270,0.012215,0.011954,0.000292
2280,0.006174,0.012083,0.000302
2290,0.006201,0.012175,0.000302
2300,0.006258,0.012290,0.000300
2310,0.006335,0.012413,0.000305
2320,0.013190,0.012493,0.000305
2330,0.009585,0.012586,0.000306
2340,0.013038,0.012681,0.000305
2350,0.009918,0.012825,0.000306
2360,0.006601,0.012908,0.000316
2370,0.006647,0.013013,0.000317
2380,0.006702,0.013171,0.000317
2390,0.006750,0.013244,0.000322
2400,0.009869,0.013397,0.000328
2410,0.012770,0.013456,0.000317
2420,0.009582,0.013626,0.000334
2430,0.006994,0.013697,0.000330
2440,0.010446,0.013761,0.000328
2450,0.007096,0.013921,0.000330
2460,0.007148,0.014046,0.000320
2470,0.007211,0.014131,0.000320
2480,0.008719,0.014262,0.000330
2490,0.011580,0.014444,0.000336
2500,0.008820,0.014502,0.000333
2510,0.007460,0.014635,0.000342
2520,0.007508,0.014713,0.000343
2530,0.010320,0.014833,0.000335
2540,0.008726,0.014951,0.000332
2550,0.011020,0.015061,0.000334
2560,0.012471,0.015204,0.000339
2570,0.012860,0.015296,0.000348
2580,0.012892,0.015418,0.000362
2590,0.007914,0.015568,0.000351
2600,0.007988,0.015678,0.000348
2610,0.008764,0.015773,0.000374
2620,0.015143,0.015911,0.000346
2630,0.008350,0.016064,0.000348
2640,0.008236,0.016180,0.000357
2650,0.013341,0.016312,0.000356
2660,0.008490,0.016576,0.000350
2670,0.008460,0.016520,0.000348
2680,0.008525,0.016620,0.000361
2690,0.012956,0.016784,0.000362
2700,0.008758,0.016876,0.000358
2710,0.008692,0.017065,0.000358
2720,0.010580,0.017154,0.000370
2730,0.008809,0.017316,0.000357
2740,0.012037,0.017369,0.000366
2750,0.016798,0.017546,0.000384
2760,0.009025,0.017652,0.000375
2770,0.009112,0.017776,0.000378
2780,0.010546,0.017934,0.000373
2790,0.015333,0.018010,0.000374
2800,0.009243,0.018182,0.000369
2810,0.009296,0.018265,0.000373
2820,0.009681,0.018486,0.000378
2830,0.014037,0.018598,0.000378
2840,0.016934,0.018678,0.000383
2850,0.013123,0.018859,0.000382
2860,0.011578,0.018035,0.000317
2870,0.008263,0.015736,0.000297
2880,0.007963,0.015105,0.000294
2890,0.007790,0.015262,0.000300
2900,0.007753,0.014990,0.000301
2910,0.011278,0.019627,0.000398
2920,0.015066,0.019815,0.000397
2930,0.011362,0.016248,0.000307
2940,0.017111,0.020064,0.000399
2950,0.011287,0.015743,0.000322
2960,0.008368,0.016466,0.000301
2970,0.015300,0.020460,0.000398
2980,0.011046,0.016789,0.000317
2990,0.017356,0.020706,0.000411
3000,0.010075,0.016332,0.000309
3010,0.008317,0.016438,0.000340
